spam,v2,v2clean,v2_clean,spam_clean,spam_clean_encoded
0,No. Its not specialisation. Can work but its slave labor. Will look for it this month sha cos no shakara 4 beggar.,No Its not specialisation Can work but its slave labor Will look for it this month sha cos no shakara 4 beggar,no its not specialisation can work but its slave labor will look for it this month sha cos no shakara 4 beggar,specialisation work slave labor look month sha cos shakara 4 beggar,"[1, 37, 913, 1, 96, 172, 1, 91, 1, 6, 1]"
0,Is she replying. Has boye changed his phone number,Is she replying Has boye changed his phone number,is she replying has boye changed his phone number,reply boye change phone number,"[25, 1, 235, 33, 61]"
0,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",1 Go to write msg 2 Put on Dictionary mode 3Cover the screen with hand 4Press  ltgt  5Gently remove Ur hand Its interesting,1 go to write msg 2 put on dictionary mode 3cover the screen with hand 4press  ltgt  5gently remove ur hand its interesting,1 write msg 2 dictionary mode 3cover screen hand 4press   ltgt   5gently remove ur hand interesting,"[77, 656, 70, 3, 1, 832, 1, 1, 350, 1, 9, 1, 638, 4, 350, 1]"
0,hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx,hi my darlin im on my way to London and we have just been smashed into by another driver and have a big dent im really missing u what have u been up to xxx,hi my darlin im on my way to london and we have just been smashed into by another driver and have a big dent im really missing u what have u been up to xxx,hi darlin m way london smash driver big dent m miss u u xxx,"[40, 541, 63, 65, 1, 1, 1, 169, 1, 63, 42, 2, 2, 242]"
0,"Nothing really, just making sure everybody's up to speed",Nothing really just making sure everybody's up to speed,nothing really just making sure everybody's up to speed,sure everybody speed,"[99, 1, 1]"
0,I'm not coming home 4 dinner.,I'm not coming home 4 dinner,i'm not coming home 4 dinner,come home 4 dinner,"[5, 23, 6, 216]"
0,"Thank you. And by the way, I just lost.",Thank you And by the way I just lost,thank you and by the way i just lost,thank way lose,"[66, 65, 186]"
0,Yes.he have good crickiting mind,Yeshe have good crickiting mind,yeshe have good crickiting mind,yeshe good crickiting mind,"[1, 11, 1, 189]"
0,Thx. All will be well in a few months,Thx All will be well in a few months,thx all will be well in a few months,thx month,"[1, 172]"
1,"Shop till u Drop, IS IT YOU, either 10K, 5K, å£500 Cash or å£100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",Shop till u Drop IS IT YOU either 10K 5K å500 Cash or å100 Travel voucher Call now 09064011000 NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary,shop till u drop is it you either 10k 5k å500 cash or å100 travel voucher call now 09064011000 ntt po box cr01327bt fixedline cost 150ppm mobile vary,shop till u drop 10k 5k å500 cash å100 travel voucher 09064011000 ntt po box cr01327bt fixedline cost 150ppm mobile vary,"[204, 328, 2, 339, 1, 1, 422, 89, 367, 917, 205, 1, 754, 249, 224, 1, 1, 190, 228, 31, 1]"
0,\CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,CAN I PLEASE COME UP NOW IMIN TOWNDONTMATTER IF URGOIN OUTL8R,can i please come up now imin towndontmatter if urgoin outl8r,come imin towndontmatter urgoin outl8r,"[5, 1, 1, 1, 1]"
0,I wont. So wat's wit the guys,I wont So wat's wit the guys,i wont so wat's wit the guys,wat wit guy,"[57, 510, 113]"
0,Yavnt tried yet and never played original either,Yavnt tried yet and never played original either,yavnt tried yet and never played original either,yavnt try play original,"[1, 49, 153, 1]"
0,"Hiya, had a good day? Have you spoken to since the weekend?",Hiya had a good day Have you spoken to since the weekend,hiya had a good day have you spoken to since the weekend,hiya good day speak weekend,"[827, 11, 15, 157, 191]"
0,See? I thought it all through,See I thought it all through,see i thought it all through,think,[20]
0,I'm at work. Please call,I'm at work Please call,i'm at work please call,work,[37]
0,get ready to moan and scream :),get ready to moan and scream ,get ready to moan and scream,ready moan scream,"[185, 1, 592]"
0,Oh k :)why you got job then whats up?,Oh k why you got job then whats up,oh k why you got job then whats up,oh k job s,"[55, 98, 161, 47]"
0,"I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday",I dont think so You don't need to be going out that late on a school night ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday,i dont think so you don't need to be going out that late on a school night especially when the one class you have is the one you missed last wednesday and probably failed a test in on friday,think need late school night especially class miss wednesday probably fail test friday,"[20, 21, 67, 275, 45, 781, 151, 42, 930, 238, 1, 306, 508]"
0,And popping &lt;#&gt; ibuprofens was no help.,And popping ltgt ibuprofens was no help,and popping ltgt ibuprofens was no help,pop ltgt ibuprofen help,"[1, 9, 1, 119]"
0,"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea",Babe  How goes that day  What are you doing  Where are you  I sip my cappuccino and think of you my love  I send a kiss to you from across the sea,babe  how goes that day  what are you doing  where are you  i sip my cappuccino and think of you my love  i send a kiss to you from across the sea,babe   day       sip cappuccino think love   send kiss sea,"[80, 15, 1, 1, 20, 17, 12, 215, 527]"
0,Ok.,Ok,ok,ok,[8]
0,PS U no ur a grown up now right?,PS U no ur a grown up now right,ps u no ur a grown up now right,ps u ur grown right,"[1, 2, 4, 1, 69]"
0,"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin...",Chinatown got porridge claypot rice yam cake fishhead beehoon Either we eat cheap den go cafe n tok or go nydc or somethin,chinatown got porridge claypot rice yam cake fishhead beehoon either we eat cheap den go cafe n tok or go nydc or somethin,chinatown porridge claypot rice yam cake fishhead beehoon eat cheap den cafe n tok nydc somethin,"[1, 1, 1, 1, 1, 1, 1, 1, 127, 555, 253, 1, 32, 1, 1, 1]"
0,I know a few people I can hit up and fuck to the yes,I know a few people I can hit up and fuck to the yes,i know a few people i can hit up and fuck to the yes,know people hit fuck yes,"[7, 135, 506, 240, 75]"
0,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,Purity of friendship between two is not about smiling after reading the forwarded messageIts about smiling just by seeing the name Gud evng,purity of friendship between two is not about smiling after reading the forwarded messageits about smiling just by seeing the name gud evng,purity friendship smile read forward messageit smile gud evng,"[1, 364, 101, 297, 489, 1, 101, 131, 1]"
0,So is there anything specific I should be doing with regards to jaklin or what because idk what the fuck,So is there anything specific I should be doing with regards to jaklin or what because idk what the fuck,so is there anything specific i should be doing with regards to jaklin or what because idk what the fuck,specific regard jaklin idk fuck,"[1, 1, 1, 1, 240]"
0,Oh god. I'm gonna Google nearby cliffs now.,Oh god I'm gonna Google nearby cliffs now,oh god i'm gonna google nearby cliffs now,oh god google nearby cliff,"[55, 188, 1, 1, 1]"
1,FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF,FREE camera phones with linerental from 449month with 750 cross ntwk mins 12 price txt bundle deals also avble Call 08001950382 or call2optoutJ MF,free camera phones with linerental from 449month with 750 cross ntwk mins 12 price txt bundle deals also avble call 08001950382 or call2optoutj mf,free camera phone linerental 449month 750 cross ntwk min 12 price txt bundle deal avble 08001950382 call2optoutj mf,"[10, 207, 33, 1, 1, 437, 1, 1, 78, 533, 314, 22, 1, 720, 1, 1, 1, 1]"
0,Yup i shd haf ard 10 pages if i add figures... ÌÏ all got how many pages?,Yup i shd haf ard 10 pages if i add figures ÌÏ all got how many pages,yup i shd haf ard 10 pages if i add figures ìï all got how many pages,yup shd haf ard 10 page add figure ìï page,"[173, 1, 349, 370, 492, 670, 497, 584, 133, 670]"
0,"Ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too. ",Ooh 4got i'm gonna start belly dancing in moseley weds 630 if u want 2 join me they have a cafe too ,ooh 4got i'm gonna start belly dancing in moseley weds 630 if u want 2 join me they have a cafe too,ooh 4got start belly dance moseley wed 630 u want 2 join cafe,"[1, 1, 105, 1, 1, 1, 1, 1, 2, 14, 3, 219, 1]"
0,Thankyou so much for the call. I appreciate your care.,Thankyou so much for the call I appreciate your care,thankyou so much for the call i appreciate your care,thankyou appreciate care,"[1, 872, 97]"
0,Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.,Congrats  Treat pendingi am not on mail for 2 dayswill mail once thruRespect mother at homecheck mails,congrats  treat pendingi am not on mail for 2 dayswill mail once thrurespect mother at homecheck mails,congrat   treat pendingi mail 2 dayswill mail thrurespect mother homecheck mail,"[472, 409, 1, 295, 3, 1, 295, 1, 1, 1, 295]"
0,I called but no one pick up e phone. I ask both of them already they said ok.,I called but no one pick up e phone I ask both of them already they said ok,i called but no one pick up e phone i ask both of them already they said ok,pick e phone ask ok,"[72, 79, 33, 38, 8]"
0,Hi my email address has changed now it is ,Hi my email address has changed now it is ,hi my email address has changed now it is,hi email address change,"[40, 408, 377, 235]"
0,"V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Happy \VALENTINES DAY\"" in advance""",Valuable Affectionate Loveable Eternal Noble Truthful Intimate Natural Enamous Happy VALENTINES DAY in advance,valuable affectionate loveable eternal noble truthful intimate natural enamous happy valentines day in advance,valuable affectionate loveable eternal noble truthful intimate natural enamous happy valentine day advance,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 59, 440, 15, 1]"
0,"Not much, just some textin'. How bout you?",Not much just some textin' How bout you,not much just some textin' how bout you,textin ' bout,"[1, 86, 549]"
0,Bring it if you got it,Bring it if you got it,bring it if you got it,bring,[180]
0,I'm in a movie. Call me 4 wat?,I'm in a movie Call me 4 wat,i'm in a movie call me 4 wat,movie 4 wat,"[288, 6, 57]"
0,Not sure I have the stomach for it ...,Not sure I have the stomach for it ,not sure i have the stomach for it,sure stomach,"[99, 1]"
0,Haha... can... But i'm having dinner with my cousin...,Haha can But i'm having dinner with my cousin,haha can but i'm having dinner with my cousin,haha dinner cousin,"[148, 216, 1]"
0,"A boy was late 2 home. His father: \POWER OF FRNDSHIP\""""",A boy was late 2 home His father POWER OF FRNDSHIP,a boy was late 2 home his father power of frndship,boy late 2 home father power frndship,"[213, 67, 3, 23, 659, 884, 1]"
0,"(And my man carlos is definitely coming by mu tonight, no excuses)",And my man carlos is definitely coming by mu tonight no excuses,and my man carlos is definitely coming by mu tonight no excuses,man carlos definitely come mu tonight excuse,"[128, 511, 1, 5, 536, 115, 761]"
0,soon you will have the real thing princess! Do i make you wet? :),soon you will have the real thing princess Do i make you wet ,soon you will have the real thing princess do i make you wet,soon real thing princess wet,"[112, 209, 54, 254, 1]"
0,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,Rajipls do me a favour Pls convey my Birthday wishes to Nimya Pls Today is her birthday,rajipls do me a favour pls convey my birthday wishes to nimya pls today is her birthday,rajipls favour pls convey birthday wish nimya pls today birthday,"[1, 1, 58, 829, 210, 102, 1, 58, 29, 210]"
